,ORCID ID,ORCID_ID,Organization,Status,Role_Title,Start_Date,Keywords,Number_of_Works,Given_Name,Family_Name
481,0000-0002-8001-7835,0000-0002-8001-7835,Fondazione Bruno Kessler,APPROVED,Researcher,2017,"Cybersecurity, Machine Learning, Software-defined Networking",44,Roberto,Doriguzzi Corin
482,0009-0006-4553-2221,0009-0006-4553-2221,IRCCS Ospedale San Raffaele,APPROVED,Research technician,2020,N/A,2,Caterina,Oneto
483,0000-0002-6277-9502,0000-0002-6277-9502,N/A,APPROVED,N/A,N/A,N/A,0,Stella,Papaleo
484,0000-0001-8424-0762,0000-0001-8424-0762,"Istituto di Scienza e Tecnologie dell'Informazione, Consiglio Nazionale delle Ricerche",APPROVED,,2013,N/A,0,Davide,La Rosa
485,0000-0001-8121-2168,0000-0001-8121-2168,Lahore University of Management Sciences,APPROVED,Research Associate,2018,"Data Mining, Machine Learning, Data Analytics, Algorithms, Cyber Security",57,Sarwan,Ali
486,0000-0002-7185-0278,0000-0002-7185-0278,Khalifa University of Science Technology,APPROVED,Associate PRofessor,2012,N/A,100,Hani,Saleh
487,0000-0003-2964-745X,0000-0003-2964-745X,AGH University of Science and Technology,APPROVED,Associate Professor/Dr hab inz.,2001,"Agent based modeling, Cellular Automata, Computational intelligence, modeling and simulation, crowd ",113,Jarosław,Wąs
488,0000-0001-9547-787X,0000-0001-9547-787X,University of Ljubljana,APPROVED,Full Professor,2020,"software engineering, cloud computing, distributed computing, semantics",87,Vlado,Stankovski
489,0000-0002-9559-8476,0000-0002-9559-8476,N/A,APPROVED,N/A,N/A,"Blockchain, Data Science, Machine Learning, Artificial Intelligence, Social Network Analysis, Natural Language Processing",3,Davide,Mancino
490,0000-0002-9420-3751,0000-0002-9420-3751,National Research University Higher School of Economics,APPROVED,,N/A,N/A,74,Irina,Lomazova
491,0000-0002-7156-0115,0000-0002-7156-0115,N/A,APPROVED,N/A,N/A,N/A,9,Wenbin,Zou
492,0000-0001-5501-3368,0000-0001-5501-3368,Università degli Studi di Milano-Bicocca Dipartimento Informatica Sistemistica e Comunicazione,APPROVED,,N/A,N/A,0,Gianluca,Ascolani
493,0000-0002-0294-2910,0000-0002-0294-2910,University of Vienna,APPROVED,,N/A,N/A,168,Karl,Stöger
494,0000-0003-2853-3901,0000-0003-2853-3901,N/A,APPROVED,N/A,N/A,N/A,2,Marta,Maisto
495,0000-0002-5355-0634,0000-0002-5355-0634,N/A,APPROVED,N/A,N/A,N/A,72,Daniele,Loiacono
496,0000-0002-2567-9297,0000-0002-2567-9297,Università degli Studi dell'Insubria,APPROVED,Associate Professor,2014,"Data management, security",77,ALBERTO,TROMBETTA
497,0000-0003-3689-327X,0000-0003-3689-327X,Dalhousie University,APPROVED,Associate Professor,2019,N/A,161,Travis,Gagie
498,0000-0002-6877-6169,0000-0002-6877-6169,University College London,APPROVED,,N/A,N/A,397,Giuseppe,Carrà
499,0000-0002-1478-0402,0000-0002-1478-0402,University of Würzburg,APPROVED,Humboldt Professor for AI and Computer Vision (Full),2021,"computer vision, machine learning, AI, computational photography, compression, mobile AI, super-resolution",421,Radu,Timofte
