ORCID ID,Given_Name,Family_Name,Role,Keywords,Organization,H Index,Citations
0000-0001-9197-6292,Renwei,Dian,,Nessuna,Associate Professor in Hunan University (湖南大学),18,3017
0000-0002-2036-494X,Isidro,Cortes Ciriano,Research Group Leader,"cancer genomics, computational biology, genome instability, machine learning, drug discovery",European Bioinformatics Institute,46,17168
0000-0002-6717-2451,Julien,Dorier,,Nessuna,University of Lausanne,31,2473
0000-0002-8479-6688,Rui,Ye,,Nessuna,UNC Chapel Hill,15,1947
0000-0002-1762-9441,italo,zoppis,,Nessuna,"Dipartimento di Informatica, Sistemistica e Comunicazione, Università degli Studi di Milano-Bicocca",18,1089
0000-0002-5847-2145,Miguel,Pincheira Caro,Postdoctoral Researcher,Nessuna,Fondazione Bruno Kessler,14,2350
0000-0001-5358-7958,rashid,amin,,Nessuna,Argonne National Laboratory,25,2840
0000-0003-1317-7422,Manuela,Zucknick,,Nessuna,"University of Oslo, Norway",44,10054
0000-0002-3620-2582,Hanspeter,Pfister,An Wang Professor of Computer Science,Nessuna,Harvard University,97,43026
0000-0002-2452-9684,Melissa,Ko,Associate Professor,Nessuna,"School of Medicine, Indiana University",18,1760
0000-0002-4591-7096,LUCA,GAZZOLA,,Nessuna,lastminute.com,7,643
0000-0002-9320-5704,Bence,Szalai,postdoc,Nessuna,Hungarian Academy of Sciences,16,1862
0000-0002-3568-150X,Sami,Virpioja,,Nessuna,University of Helsinki,23,2267
0000-0002-3463-2263,FRANCESCA,ODONE,,Nessuna,Università degli Studi di Genova,42,5038
0000-0002-9258-5303,Delora,Baptista,Postdoctoral Researcher,"Bioinformatics, Machine Learning, Cancer, Drug response prediction, Deep Learning",Instituto Gulbenkian de Ciência,6,572
ORCID ID,Given_Name,Family_Name,Role,Keywords,Organization,H Index,Citations
0000-0002-0228-8701,Mauro Augusto,Campanella,Primo Tecnologo,Nessuna,Istituto Nazionale di Fisica Nucleare,,
0000-0003-1346-2493,Alison,Motsinger-Reif,,Nessuna,National Institute of Environmental Health Sciences,62,13986
0000-0002-4954-3837,Riccardo,Pozzi,,Nessuna,University of Milano-Bicocca,4,29
0000-0002-6505-2536,Didier,Dubois,,Nessuna,chercheur au CNRS,138,102834
0000-0003-3384-4368,Subrahmanyam,Murala,,Nessuna,"Associate Professor, CVPR Lab, SCSS, Trinity College Dublin, Ireland",39,5427
0000-0003-2083-2907,Alex,Gutteridge,,Nessuna,Head of Bioinformatics at Dunad Therapeutics,29,5044
0000-0002-5342-0426,Raúl,Sánchez-Vázquez,,Nessuna,"Spanish National Cancer Research Centre, CNIO",4,145
0000-0002-6243-4897,Lorenzo,Mella,,Nessuna,Unknown affiliation,2,16
0000-0003-2511-6483,Murray,Patterson,,Nessuna,Professor of Ecological Economics,29,6586
0000-0002-1491-4773,Loukia,Karacosta,Assistant Professor,Nessuna,University of Texas MD Anderson Cancer Center,9,862
0000-0002-3853-1339,Ching An,Huang,,Nessuna,Xi'an Jiaotong University,21,5468
0000-0002-4779-486X,Kristoffer H.,Hellton,Associate Professor,"Statistics, High-dimensional statistics",OsloMet – Oslo Metropolitan University,10,592
0000-0002-0180-4540,Simone,Lederer,Academic Researcher,Nessuna,Univeristy Clinic Tübingen,16,2206
0000-0002-2520-3512,riccardo,borgoni,,Nessuna,Università degli Studi di Milano-Bicocca,8,231
0000-0002-9311-7093,Karthik,Raman,Professor,Nessuna,Indian Institute of Technology Madras,26,3784
0000-0002-7218-2806,david,tamborero,,"cancer, genomics, personalized medicine, big data, multi omics",Unknown affiliation,49,19229
0000-0001-5418-8916,Fanyu,Meng,,Nessuna,Soitec Phoenix Labs; Arizona State University,10,345
0000-0002-9563-2136,Brunella,Gerla,,Nessuna,University of Insubria,18,917
0000-0003-3113-7942,Lorenz,Wernisch,,Nessuna,BIOS Health,38,6838
0000-0002-8979-7647,Yongqiang,Li,,Nessuna,Nanjing University of Aeronautics and Astronautics,8,1309
0000-0002-9575-861X,Elias,Chaibub Neto,Senior Scientist,Nessuna,Sage Bionetworks,26,4917
0000-0003-1810-5540,Yipeng,Ma,,Nessuna,"Shenzhen Innovation Immunotechnology Co., Ltd",16,1731
0000-0002-1089-4488,Farida S.,Akhtari,,"Biostatistics, Statistical genetics, Computational biology, Precision medicine, Health data science","Statistical Geneticist, National Institute of Environmental Health Sciences",7,456
0000-0002-6531-8947,Marzieh,Samadi Foroushani,,Nessuna,Tehran Disaster Mitigation and Management Organization,5,106
0000-0003-0634-4384,Hector,Zenil,,"algorithmic information dynamics, causality, machine learning, AI, cellular automata, randomness, epistemology",Associate Professor @ King’s College London & AI Advisor @ The Alan Turing Institute,40,4095
0000-0002-4315-4347,Haitham,Elmarakeby,,"Machine Learning, Natural Language processing, Genomics, Cancer discovery",Al-Azhar University,18,2424
0000-0002-1891-3719,Pedro,Berjano,,Nessuna,"IRCCS Istituto Ortopedico Galeazzi, Milan (I)",37,4616
0000-0003-1169-0978,Berta,Chulvi,Senior R&D Psychologist ,Nessuna,Symanto Research,19,1278
0000-0001-6094-6584,Jiang,He,,Nessuna,"Professor and Joseph S. Copes, M.D. Chair in Epidemiology, Tulane University",158,171823
0000-0002-4708-3179,Alessandro,Guidi,,Nessuna,Professore di Preistoria e Protostoria Università Roma Tre,25,2919
0000-0001-8401-2516,Zhiguo,Cao,,Nessuna,Huazhong University of Science and Technology,53,10709
